key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,ciclo,classification,ejercido
'14096330007,"Patria Nueva-Ejido El Mezquital, Santiago De Anaya.",9,Centro SCT Hidalgo,13,20.3759,-99.040967,100,39393627,2016,,0
'15096320009,Pavimentación de continuación del camino Coyuca de Catalán - Rincón Chamacua.,9,Centro SCT Guerrero,12,18.272093,-100.718543,0,23018802,2016,,0
'1612NCG0002,"Adquisición del Equipo de Tomografía por Emisión de Positrones y Tomografía Computada PET/CT del INCMNSZ, 2016",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,0,0,100,51640950,,Salud,49588840
'16132160007,Construcción de instalaciones complementarias para el Centro de Capacitación y Entrenamiento para Tripulaciones de Vuelo.,13,Dirección General de Servicios,30,0,0,0,90414080,2017,,0
'1650GYR0123,Adquisición de Equipamiento Administrativo en Delegación Aguascalientes.,50,Instituto Mexicano del Seguro Social,1,0,0,0,1341431,,,0
'15312000002,Equipos de respaldo eléctrico,31,Tribunales Unitarios Agrarios,35,0,0,0,1282983,2016,,0
'16081330001,"Construcción de 250 m2, para el Distrito de Desarrollo Rural Tulancingo. Inmueble federal en posesión de la Delegación SAGARPA en Hidalgo.",8,Delegación en Hidalgo,13,20.087861,-98.38177,0,2615060,,,0
'05096400012,Km 89+000 E.C. (Mitla - Zacatepec) Santa María Yacochi - Totontepec Villa de Morelos - Límites del estado de Veracruz.,9,Centro SCT Oaxaca,20,18.5375,-96.6054,43.7,619265352,2016,Comunicaciones y Transportes,12411943
'05096400027,Acayucan - Ent. La Ventosa,9,Centro SCT Oaxaca,20,17.9491,-94.9145,70.96,3622126513,2017,Comunicaciones y Transportes,276234416
'0609J3E0004,Desarrollo de la Zona de Actividades Logísticas,9,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",30,19.22924444,-96.18182222,91.08,2131674327,2017,Comunicaciones y Transportes,92870036
'1650GYR0089,"Reestructuración y Recimentación de la Unidad de Medicina Familiar No. 76 con Unidad Médica de Atención Ambulatoria (UMF/UMAA) en el municipio de Nuevo Laredo, Tamaulipas.",50,Instituto Mexicano del Seguro Social,28,0,0,25,55121110,2017,,5602742
'1318T4I0003,"Construcción del Consultorio Periférico de Altamira, Tamaulipas",52,Pemex Corporativo,28,0,0,0,6510714,2016,,0
'1506AYG0001,PROGRAMA DE ADQUISICION DE BIENES,47,"Notimex, Agencia de Noticias del Estado Mexicano",9,0,0,0,5165707,2016,,0
'1516B000043,Mantenimiento del subsistema de desalojo de aguas pluviales y residuales en la zona suroriente del Valle de México,16,Comisión Nacional del Agua,15,0,0,63.69,42446188,,Medio Ambiente,6383767
'1551GYN0006,Equipamiento administrativo en áreas sustantivas del ISSSTE.,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,35,0,0,0,11058478,,,0
'1606G2T0004,Sistema Integral de Información de Servicios Personales y la Integración de la Nomina para Casa de Moneda de México,6,Casa de Moneda de México,24,0,0,0,6571068,2017,,0
'14071200009,Programa de Reemplazo de Armamento y pertrechos para el Ejército Mexicano 2016.,7,Comandancia I Región Militar,35,0,0,5.06,960765647,2016,,380452
'1609J3A0002,Programa de Mantenimiento 2016,9,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",16,0,0,100,49590784,,,47919940
'1510LAT0006,Adquisición de equipo de energía ininterrumpible y aire acondicionado para el centro de datos de PROFECO.,10,Procuraduría Federal del Consumidor,9,0,0,0,2543235,2016,,0
'14178120013,Adquisición de equipos de pruebas no destructivas para la realización de inspecciones de mantenimiento a las aeronaves de la Procuraduría General de la República.,17,Dirección General de Recursos Materiales y Servicios Generales,14,0,0,0,3715688,2015,,0
'07096500001,El Retache - Tanceme,9,Centro SCT Veracruz,30,21.715353,-97.994758,84.01,106737274,2016,Comunicaciones y Transportes,4715507
'07096220001,Boulevard Segundo Acceso a Playas de Tijuana,9,Centro SCT Baja California,2,32.4952,-117.1219,100,446018291,2015,Comunicaciones y Transportes,5120171
'07096220005,Libramiento de Ensenada,9,Centro SCT Baja California,2,31.904,-116.7249,38.04,4271853858,2017,Comunicaciones y Transportes,77282578
'08095100009,"Realización de obras portuarias, Cambio de Trayectoria de Ferrocarril y Carretera para la Terminal de Gas Natural Licuado en Manzanillo.",9,Dirección General de Puertos,6,18.998,-104.2453,95,11073289413,2016,Comunicaciones y Transportes,46976213
'15071120002,MODERNIZACIÓN DE LOS PROCESOS DE FABRICACION DE MUNICIONES DE MEDIANOS Y GRANDES CALIBRES EN LA FABRICA DE ORGANIZACION Y CARGA DE PROYECTILES,7,Dirección General de Industria Militar,35,0,0,4,56109289,2017,,315571
'1018T4O0010,Sostenimiento de la capacidad de producción de los servicios auxiliares IV en el Complejo Petroquímico Cangrejera,52,Pemex Etileno,30,18.053449,-94.213526,24.55,273008913,2015,,0
'1316B000169,Acciones para la puesta en marcha del Organismo Metropolitano de Drenaje del Valle de México.,16,Comisión Nacional del Agua,35,0,0,21.55,54895049,2017,,0
'1418T4M0058,"Restauración, estandarización y adecuación de los muelles de la TOMP Pajaritos",52,Pemex Logística,35,0,0,0,1007050697,2017,,0
'1118T4M0019,Uso eficiente de la energía en la Refinería Miguel Hidalgo,52,Pemex Transformación Industrial,13,20.047788,-99.277482,7.51,639224417,2016,,0
'1616B000001,"Sobreelevación y reconstrucción del Canal Principal Humaya del Distrito de Riego 010 Culiacán - Humaya, Sinaloa",16,Comisión Nacional del Agua,25,0,0,62.44,103314134,,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",62539956
'1416B000014,Caracterización geotécnica e hidrogeológica de la zona del relleno Sanitario Bordo Poniente,16,Comisión Nacional del Agua,15,0,0,22.64,22589352,2017,,0
'1516RJJ0001,Programa de adquisiciones para el equipamiento del laboratorio de Bioseguridad.,16,Instituto Nacional de Ecología y Cambio Climático,9,0,0,0,4840619,2016,,0
'153891Q0004,Programa de equipamiento de laboratorios y áreas de trabajo experimental y de servicios para la investigación 2016,38,"Instituto de Ecología, A.C.",30,0,0,89.35,31665782,2016,,12196795
'16178120009,"Proyecto integral para la adecuación y ampliación de la delegación estatal en Culiacán, Sinaloa",17,Dirección General de Recursos Materiales y Servicios Generales,25,0,0,84.2,11139829,,Seguridad,3497496
'1511M000003,"Equipamiento de TICs de las Unidades Académicas del Tecnológico Nacional de México 2015, Zona Centro.",11,Tecnológico Nacional de México,35,0,0,0,13294101,,,0
'1516B000082,CONSERVACIÓN NORMAL DE DISTRITOS DE RIEGO EN EL ORGANISMO DE CUENCA RÍO BRAVO,16,Comisión Nacional del Agua,35,0,0,71.53,61119074,2016,,42474806
'14096360028,Pomaro - El Coire.,9,Centro SCT Michoacán,16,18.359606,-103.302027,0,43459710,2016,,0
'0809J3E0005,Ampliación natural del puerto de Veracruz en la zona norte,9,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",30,19.20833333,-96.13333333,19.67,32189224112,2017,Comunicaciones y Transportes,2076120802
'09096330016,Pisaflores - Chalahuite - La Arena.,9,Centro SCT Hidalgo,13,21.195378,-99.00324,44.03,178342676,2017,,2995684
'09096360028,"San Pedro-Los Brasiles, Mpio. San Lucas",9,Centro SCT Michoacán,16,18.506268,-100.829381,99.99,40063350,2016,Comunicaciones y Transportes,1485918
'11096400016,"Sta. Isabel de la Reforma - Stgo. Ixcuintepec, Tr: del Km 0+000 al Km 4+400.",9,Centro SCT Oaxaca,20,16.901269,-95.471989,89.29,23675318,2017,,111544
'12096220012,Rosa de Castilla - Ojos Negros,9,Centro SCT Baja California,2,32.031286,-116.131481,0,86651662,2016,,0
'1327A000005,Programa de mejoramiento y accesibilidad en Palacios Federales.,27,Instituto de Administración y Avalúos de Bienes Nacionales,35,0,0,85.24,111847629,2016,,28623690
'14096360014,Francisco Serrato - San Bartolo - 2a. Manzana de Francisco Serrato.,9,Centro SCT Michoacán,16,19.494453,-100.261958,0,25211922,2016,,0
'1450GYR0053,"Construcción de la Unidad de Medicina Familiar (U.M.F.) Nueva en el Municipio de Zapopan localidad de Tesistán, Jalisco.",50,Instituto Mexicano del Seguro Social,14,20.7855722,-103.482839,96,139412005,2016,,25805191
'14096270020,Camino Rural (Pacú- La Ciénega).,9,Centro SCT Chiapas,7,16.635841,-93.131744,4.31,74137153,2016,,0
'11096320016,Cuétzala del Progreso - Apaxtla,9,Centro SCT Guerrero,12,18.132647,-99.832553,0,80055277,2016,,0
'14178120035,Anaqueles para las áreas sustantivas y administrativas de la Procuraduría General de la República.,17,Dirección General de Recursos Materiales y Servicios Generales,35,0,0,100,8884059,,Seguridad,0
'1609J2R0003,Mantenimiento y rehabilitación de la infraestructura portuaria de los Puertos de Ensenada y El Sauzal B.C. 2016,9,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",2,0,0,87.04,12966747,,,10924000
'1504H000001,Modernización de la infraestructura que brinda soporte a los sistemas preventivos operados por el CENAPRED. Garantía para su continuidad de operaciones.,4,Centro Nacional de Prevención de Desastres,9,0,0,100,20797533,,,0
'1511L9Y0001,Programa de equipamiento 2016,11,Fideicomiso para la Cineteca Nacional,9,0,0,0,10416330,2016,,0
'15071100023,"Adquisición de ambulancias para atención de las unidades, dependencias e instalaciones del Ejto. y F.A.M.",7,Dirección General de Administración,35,0,0,0,77268816,2016,,0
'1409J2U0007,Modernización de Puerto Progreso. Construcción Muelle 3,9,"Administración Portuaria Integral de Progreso, S.A. de C.V.",31,21.34518889,-89.67336667,65.19,112673425,,Comunicaciones y Transportes,43719638
'09096390001,Camino: Melchor Ocampo-Los Aldamas,9,Centro SCT Nuevo León,19,26.05812,-99.531547,73.79,174943296,2017,Comunicaciones y Transportes,0
'09096350022,Tenancingo-San Antonio Agua Bendita.,9,Centro SCT México,15,18.971556,-99.590772,96.64,63003505,2016,,0
'11096280001,CHIHUAHUA  PARRALTramo: Est. Palomas - San Francisco de Satevó km 0+000 al 48+500,9,Centro SCT Chihuahua,8,28.357643,-106.266746,49.81,667864969,2016,Comunicaciones y Transportes,135028323
'1511MDB0001,Equipamiento del Instituto Nacional de Lenguas Indígenas INALI 2016,11,Instituto Nacional de Lenguas Indígenas,9,0,0,0,2805349,2016,,0
'1450GYR0005,"Reubicación de la UMF No. 56 San Pablo Huitzo, Oaxaca.",50,Instituto Mexicano del Seguro Social,20,17.280261,-96.892,99,11019196,,Salud,3764572
'15178120021,Adquisición de un elevador para la Delegación Estatal en Baja California,17,Dirección General de Recursos Materiales y Servicios Generales,2,0,0,0,1662469,,,0
'15071400001,"ACTUALIZACIÓN, REPOSICIÓN Y COMPLEMENTACIÓN DE LOS BIENES INFORMÁTICOS DE LA SECRETARÍA DE LA DEFENSA NACIONAL 2016",7,Dirección General de Informática,35,0,0,72,78410000,2016,,55808742
'1604D000008,"Adquisición del sistema para el Centro de Comando, Control, Cómputo, Coordinación, Alertamiento e Inteligencia para el OADPRS.",4,Prevención y Readaptación Social,9,0,0,0,2014625606,,Seguridad,1672000000
'15071160008,PROGRAMA DE ADQUISICIONES 2015 (QUINTA ETAPA) PARA EL REFORZAMIENTO DE DIVERSOS ESCALONES DEL SERVICIO DE SANIDAD MILITAR.,7,Dirección General de Sanidad,9,0,0,51,112011455,2016,,37443000
'16096310001,Camino a Jofre.,9,Centro SCT Guanajuato,11,20.4911,-100.8213,0,18596544,2016,,0
'1612NDY0001,"Programa de adquisición de un laboratorio móvil para investigación de mosquitos genéticamente modificados con una caseta prefabricada armable en el campo experimental del Instituto Nacional de Salud Pública sede Tapachula, 2016.",12,Instituto Nacional de Salud Pública,7,0,0,0,1436238,,,0
'1650GYR0095,"Adquisición de dos Equipos Acondicionador de Aire para la Jefatura de Servicios de Afiliación y Cobranza y la Subdelegación Toluca, pertenecientes a la Delegación Regional Estado de México Poniente",50,Instituto Mexicano del Seguro Social,15,0,0,100,43392,,Salud,32246
'16071320006,ADQUISICIÓN DE ACTIVOS PARA LA F.A.M.,7,Comandancia de la Fuerza Aérea Mexicana,7,0,0,10,2751387627,2017,,537709333
'14178120041,"Proyecto suministro, aplicación y supervisión de equipos Digiscanweb y Telescan",17,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,0,1178625,2015,,0
'11096300003,"Carretera Durango-Hidalgo del Parral, Durango-Lím. Edos.Tramo: Guadalupe Aguilera-Ent. San Juan del Río del Km. 55+250 al Km. 105+871",9,Centro SCT Durango,10,24.4498,-104.6992,52.6,594582973,2013,Comunicaciones y Transportes,898991
'11096440021,Camino: El Organo - Arroyo Seco,9,Centro SCT San Luis Potosí,24,21.581372,-99.798447,55.93,66754527,2017,,0
'15071120001,REEMPLAZO DE 500 EQUIPOS DE CÓMPUTO OBSOLETOS DE LOS CAMPOS MILITARES NOS. 1-D TECAMACHALCO Y 1-F SANTA FE D.F.,7,Dirección General de Industria Militar,35,0,0,2,10204434,2017,,128698
'1611L4J0003,"Programa de Adquisiciones de Tecnologías de la Información y las Comunicaciones, para la Operación del Programa Prepa en Línea-SEP",11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,9,0,0,0,21049452,,,0
'1118T4M0044,"Diseño, construcción y equipamiento de las Unidades de Apoyo Técnico (UAT) Zona Norte.",52,Pemex Logística,19,0,0,0,462857355,2017,,0
'1550GYR0003,"Remodelación de las salas 1 y 2 de los Quirófanos del Hospital General de Zona No. 4  en Cd. Del Carmen, Campeche.",50,Instituto Mexicano del Seguro Social,4,18.642789,-91.839781,99,10785140,,Salud,9212801
'15178120007,Fortalecimiento del equipamiento de seguridad para las instalaciones de la Procuraduría General de la República,17,Dirección General de Recursos Materiales y Servicios Generales,35,0,0,10.36,5603139,2016,,561735
'14071360001,IMPLEMENTACION DE ESTACIONES MÓVILES DE SERVICIOS PERICIALES DEL FUERO DE GUERRA.,7,FiscalíaGeneral de Justicia Militar,35,0,0,0,52992760,2016,,0
'1409J4V0007,"CONSTRUCCIÓN DE BARDA PERIMETRAL EN TERRENO QUE ALBERGA INSTALACIONES, ADECUACIÓN DE AULAS, ÁREA ADMINISTRATIVA Y REHABILITACIÓN DE CAMAROTES EN EDIFICIO DE DORMITORIOS Y CONSTRUCCIÓN DE MUELLE CON PESCANTE Y RAMPA PARA BAJAR BOTES DE RESCATE RÁPIDO EN EL CENTRO DE EDUCACIÓN NÁUTICA DE CAMPECHE.",9,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,4,18.6523309,-91.847074,100,3655729,,,4373450
'1610K2H0001,Programa de Adquisición de Equipo de Laboratorio,10,Centro Nacional de Metrología,22,0,0,100,19755801,,,10943973
'14071100013,Adquisición  de equipos de radiocomunicación para dotar a  unidades de nueva creación.,7,Dirección General de Administración,9,0,0,0,23967356,2016,,0
'1218TOQ0001,PROGRAMA DE ADQUISICIONES DE EQUIPOS GPS DE PRECISION TOPOGRAFICA,53,Comisión Federal de Electricidad,35,0,0,0,5476978,2015,,0
'11096270007,E.C. (Rayón - Pantepec) - San Isidro.,9,Centro SCT Chiapas,7,17.202975,-93.023725,77.77,50892285,2016,,0
'10096350023,Camino a Lumbreras,9,Centro SCT México,15,19.776344,-99.212458,,70886742,2017,Comunicaciones y Transportes,
'10096500006,Rancho Nuevo - Centenario,9,Centro SCT Veracruz,30,19.943435,-96.553229,86.6,60651658,2017,,244121
'10096500027,Ñape - Mazoco - Garza Blanca.,9,Centro SCT Veracruz,30,18.09873611,-95.61466667,60,31594713,2017,,8806665
'1612NCG0001,"Adquisición de mobiliario y equipo de administración de las diferentes áreas del INCMNSZ, 2016.",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,0,0,0,15497120,,,0
'1607HXA0018,"Mantenimiento y Rehabilitación de la U.H.M. San Luis Río Colorado II, Son.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,26,0,0,0,40709689,,,0
'1416B000091,"Programa de rehabilitación, conservación y mantenimiento de las presas del Sistema Cutzamala para el abastecimiento de agua potable.",16,Comisión Nacional del Agua,35,0,0,29.54,3729861,2015,,1012881
'1650GYR0100,Adquisición de equipo de cocina y Comedor para Unidades Médicas Hospitalarias de la Delegación Veracruz Norte,50,Instituto Mexicano del Seguro Social,35,0,0,100,2101337,,Salud,638366
'1450GYR0041,Instalación de escaleras de emergencia en 24 Unidades Médicas del Instituto Mexicano del Seguro Social,50,Instituto Mexicano del Seguro Social,35,0,0,0,104615647,2017,,0
'1516B000063,Programa K 111 Rehabilitación y modernización de presas y estructuras de cabeza Zona Centro.,16,Comisión Nacional del Agua,35,0,0,56.05,159319951,2016,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",86922815
'1507HXA0040,"Mantenimiento y Rehabilitación de la U.H.N. Cd. Madero, Tamps",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,28,0,0,0,30828176,2017,Desarrollo Social,0
'13165120002,Sustentabilidad e Integralidad Operativa de la SEMARNAT.,16,"Dirección General de Recursos Materiales, Inmuebles y Servicios",9,19.43,-99.17,11.76,2931300450,2017,Medio Ambiente,171092445
'1112M7K0004,Construcción de la Unidad de Hospitalización Chihuahua 2014-2017,12,"Centros de Integración Juvenil, A.C.",8,28.699628,-106.1422403,0,22491553,2017,,0
'1018T4M0016,Turbogenerador a gas de 20 - 25 MW en sitio con recuperador de calor,52,Pemex Transformación Industrial,28,22.271028,-97.806344,81.67,1011142523,2017,,210513392
'1218T4L0011,Proyecto de Exploración Uchukil,52,Pemex Exploración y Producción,35,0,0,50.53,19763226496,2017,Energía,5311935225
'1318T4I0001,Adquisición de equipamiento de seguridad  y varios para CENDIs a nivel nacional,52,Pemex Corporativo,35,0,0,35.59,8296971,2017,Energía,0
'1118T4L0003,Proyecto de Exploración Comalcalco,52,Pemex Exploración y Producción,35,0,0,41.99,32436317147,2017,Energía,1915367037
'1510K2O0001,Adquisición de Equipo de Administración,10,Fideicomiso de Fomento Minero,9,0,0,17,185965,2016,Desarrollo económico,26787
'15096450003,Carretera Alimentadora de Carretera Alcoyonqui - La Flechas,9,Centro SCT Sinaloa,25,24.692253,-107.14528,100,23734942,2017,,17314011
'1507HXA0041,"Construcción de la U.H.M. La Nopalera, Jal.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,14,20.538824,-103.473959,0,50197829,2016,Desarrollo Social,0
'1118T4L0005,Proyecto de Adquisiciones para la Subdirección de Administración y Finanzas,52,Pemex Exploración y Producción,9,0,0,16.59,33216974,2017,,0
'06096520017,E.C. Laguna Grande - Adjuntas del Refugio - El Durazno.,9,Centro SCT Zacatecas,32,22.44748,-103.503072,100,43338851,2017,,4924649
'1312NEF0005,Remodelación y equipamiento de los Laboratorios de Control Fisicoquímico y de Monitoreo Ambiental ubicados en el Instituto Nacional de Higiene de los Laboratorios de Biológicos y Reactivos de México S.A. de C.V.-2014-2018,12,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",9,19.4489051,-99.1821833,33.64,31671437,2017,,0
'1116B000195,"Atender la emergencia en 3 municipios  del estado de Veracruz de Ignacio de la Llave, para minimizar riesgos de inundación en localidades de la cuenca del río Cazones.",16,Comisión Nacional del Agua,30,20.5333,-97.45,38.11,416563385,2017,,0
'11132120004,Desarrollo de Campos de Tiro Virtual para la Armada de México,13,Dirección General de Investigación y Desarrollo,34,0,0,0,17888215,2016,,0
'098 01 096,Integral Cactus Sitio-Grande,52,Pemex Exploración y Producción,35,0,0,77.44,64453084795,2017,Energía,2973940431
'1318T4I0010,Adecuación del Archivo Histórico de Petróleos Mexicanos,52,Pemex Corporativo,9,19.47,-99.19,0,11507080,2016,Energía,0
'1218TOQ0002,ADQUISICIÓN DE ACOMETIDAS Y MEDIDORES DE 13 DIVISIONES DE DISTRIBUCIÓN 2012-2014,53,Comisión Federal de Electricidad,35,0,0,72.46,12250478029,2017,Energía,4011802709
'1218TOQ0014,INCREMENTO Y MODERNIZACIÓN DE LA INFRAESTRUCTURA DE LA RED NACIONAL DE FIBRA OPTICA DE CFE 2da ETAPA 2012-2014,53,Comisión Federal de Electricidad,35,0,0,34.81,3591604929,2017,Energía,208538902
'1418T4M0035,Adquisición de catalizadores capitalizables para el proceso de hidrotratamiento en la refinería de Cadereyta (2015-2017),52,Pemex Transformación Industrial,19,0,0,0,126967284,2017,Energía,0
'1218TOQ0049,"DESARROLLO DE UN NUEVO SISTEMA QUE PERMITA EL REEMPLAZO DEL EQUIPO DIGITAL EQUIPMENT CORPORATION DEL SIIP U1, U2 Y DEL SIMULADOR CNLV 2012-2014",53,Comisión Federal de Electricidad,30,19.62,-96.73,36.59,76741176,2017,,0
'1218TOQ0048,Modernización de Sistemas de Control para Unidades Termoeléctricas SDG 2012-2015,53,Comisión Federal de Electricidad,35,0,0,34.08,1954633651,2017,Energía,264569978
'1607HXA0036,"Construcción de la U.H.M. Tapachula III, Chis.",7,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,7,14.897367,-92.256356,,68909353,2017,Desarrollo Social,
'1118T4L0001,Proyecto de Mantenimiento de la Región Marina Noreste 2da. Etapa,52,Pemex Exploración y Producción,4,0,0,91.48,404694242,2017,,790852
'1418T4M0040,"Adquisición de catalizadores y resinas capitalizables en plantas de proceso, refinería de Salamanca 2",52,Pemex Transformación Industrial,11,0,0,1.73,125283627,2017,Energía,0
'1218TOQ0051,REEMPLAZO DE LAS COMPUERTAS DE SISTEMA HVAC DEL CUARTO DE CONTROL PRINCIPAL DE LAS UNIDADES 1 Y 2 DE LA CNLV 2013-2015,53,Comisión Federal de Electricidad,30,19.62,-96.73,25.75,67711409,2017,,0
'1218TOQ0071,ATENCION A INSTALACIONES ESTRATEGICAS DE SEGURIDAD FISICA EN MATERIA DE OBRA CIVIL EN LA ZONA METROPOLITANA DEL VALLE DE MEXICO 2013-2015,53,Comisión Federal de Electricidad,35,0,0,81.38,888034158,2016,Energía,377897813
'14071170012,REMODELACIÓN Y ADECUACIÓN DE INSTALACIONES DEL EJÉRCITO.,7,Dirección General de Ingenieros,35,0,0,96.12,1469277640,2017,Seguridad,322201470
'1116B000204,"Atender la emergencia en  25 municipios, 19  del estado de Veracruz de Ignacio de la Llave y 6 del Estado de Oaxaca, para minimizar riesgos de inundación en localidades de la cuenca del río Coatzacoalcos.",16,Comisión Nacional del Agua,35,0,0,0,1225186427,2016,,0
'1218TOQ0007,Mantenimiento de Líneas de Transmisión de la Subdirección de Transmisión 2012-2014,53,Comisión Federal de Electricidad,35,0,0,73.27,1229828222,2016,Energía,239119278
'1418T4L0004,Proyecto de Medición de Pemex Exploración y Producción,52,Pemex Exploración y Producción,35,0,0,31.63,1950456922,2017,Energía,589765088
'1418T4M0004,"Estudios de Preinversión para el  Aprovechamiento de Residuales en la refinería Ing. Antonio Dovalí Jaime, en Salina Cruz, Oaxaca.",52,Pemex Transformación Industrial,20,0,0,3.85,3118169905,2017,Energía,77857296
'1418T4M0005,Adquisición de equipo laboratorio la GAR Pacífico,52,Pemex Logística,35,0,0,2.48,45944911,2017,,0
'12096520044,E.C.(El Tepetate-Tierra Blanca) - Felipe Carrillo Puerto,9,Centro SCT Zacatecas,32,22.305733,-102.103047,,12294204,2017,Comunicaciones y Transportes,
'1118TOQ0036,"Construcción de Líneas de Transmisión y Subestaciones de las Áreas  Occidental, Oriental  y Peninsular",53,Comisión Federal de Electricidad,35,0,0,67.44,284381168,2017,Energía,169299012
'143890Q0002,Creación de un Polo para la Conservación y la Educación Ambiental en el Jardín Botánico Regional Roger Orellana,38,"Centro de Investigación Científica de Yucatán, A.C.",31,21.029917,-89.637698,55.8,30415681,2017,,9640026
'0618T4M0003,Estudio de Preinversión para ingenierías básicas de Calidad de Combustibles,52,Pemex Transformación Industrial,35,0,0,98.52,4502013004,2017,Energía,8476431
'12096310003,E.C. (Doctor Mora - Los Rodriguez) - Loma de Buenavista - Puerto de Trojes.,9,Centro SCT Guanajuato,11,21.130186,-100.355038,,41431806,2017,Comunicaciones y Transportes,
'11096320009,Taxco - Puerto Obscuro - Ixcapuzalco.,9,Centro SCT Guerrero,12,18.551678,-99.618461,3.3,182606089,2017,Comunicaciones y Transportes,0
'153890O0002,"Demolición y reconstrucción del Edificio de Laboratorios M, del Centro de Investigaciones Biológicas del Noroeste, S.C.",38,"Centro de Investigaciones Biológicas del Noroeste, S.C.",3,24.135765,-110.426038,6.09,37452045,2016,Desarrollo económico,0
'13096260008,"Ampliación a 6 carriles de la carretera Guadalajara-Manzanillo, en el tramo Colima - Los Asmoles",9,Centro SCT Colima,6,19.212773,-103.723981,96,571823412,2015,Comunicaciones y Transportes,54255398
'12096350020,Adolfo López Mateos (Blvd. Hda. San José Cerro Gordo).,9,Centro SCT México,15,19.710281,-98.834125,28.57,11848180,2016,,0
'13096350024,El Mogote - El Tepozan.,9,Centro SCT México,15,20.165019,-99.914981,16.89,24804212,2016,,0
'1018TOQ0072,MANTENIMIENTO Y REHABILITACION DE TANQUES DE ALMACENAMIENTO DE COMBUSTIBLES 2011-2013 SDE,53,Comisión Federal de Electricidad,35,0,0,63.01,872313550,2016,Energía,56191086
'1518T0O0002,Centro de Escalamiento de Tecnologías para la Transformación de hidrocarburos(CET),18,Instituto Mexicano del Petróleo,13,0,0,0,797208152,2017,Desarrollo económico,0
'0618T4N0021,"Rehabilitaciones, modificación y modernización de las estaciones de compresión y bombeo a nivel nacional",52,Pemex Logística,35,0,0,99.03,2188983301,2017,Energía,475596644
'0618T4M0007,Optimización de la Reconfiguración de la Refinería de Minatitlán,52,Pemex Transformación Industrial,30,17.980897,-94.528942,74.02,1412972416,2017,,244512017
'1450GYR0088,"Ampliación y remodelación de Unidad de Medicina Familiar No. 8 en Santa Rosalía, Baja California Sur.",50,Instituto Mexicano del Seguro Social,3,26.890858,-111.981085,0,24473168,2016,Salud,3509806
'1550GYR0020,Ampliación y Remodelación del Servicio de Tococirugía del HGR N 1 en Querétaro.,50,Instituto Mexicano del Seguro Social,22,20.581,-100.4,79,51657067,2017,Salud,21658989
'153891W0002,Construcción de Obras Exteriores del IPICYT,38,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.",24,22.150388,-101.036621,95.51,18596544,2016,Desarrollo económico,9387394
'133890W0001,"Construcción y equipamiento de edificio sustentable para el Centro de Investigaciones y Estudios Superiores en Antropología Social, Unidad Pacífico Sur, Oaxaca",38,Centro de Investigaciones y Estudios Superiores en Antropología Social,20,17.05,-96.7167,100,86554630,2014,Desarrollo económico,0
'14096350033,CARRETERA DE TECUAUTITLAN (SAN LUIS) A LA CABECERA MUNICIPAL Y LA DE CUATRO CAMINOS.,9,Centro SCT México,15,19.842667,-98.865873,100,31615181,2017,Comunicaciones y Transportes,42960
'14096320018,Modernización Del Camino Rural A Barrio De Lozano-Localidad Las Palmas.,9,Centro SCT Guerrero,12,18.307641,-101.69465,32,79889174,2016,,0
'14212100005,ESTUDIOS DE PREFACTIBILIDAD DE RECUPERACION DE PLAYAS / 12 MANZANILLO,21,Dirección General de Desarrollo Regional y Fomento Turístico,6,0,0,0,17378817,2017,,0
'14096330017,San Nicolás - Octupilla - Quetzalapa.,9,Centro SCT Hidalgo,13,20.946065,-99.164193,12.9,136638037,2017,,15577474
'0418T4T0005,Ampliación y Modernización de la Cadena de Derivados del Etano I en el Complejo Petroquimico Morelos,52,Pemex Etileno,30,18.082253,-94.220116,33.93,9702925033,2017,,2593023
'1611A3Q0007,Programa anual de mantenimiento a la infraestructura física de las Escuelas y Centros foráneos de Educación Superior,11,Universidad Nacional Autónoma de México,35,0,0,,123494411,2017,Educación,
'15096360005,E.C. (Acuitzio del Canjé-Villa Madero) - Ziparapio El Alto.,9,Centro SCT Michoacán,16,19.445958,-101.287803,,21057941,2017,Comunicaciones y Transportes,
'0316B000035,"Autlan-El Grullo, Jal.",16,Comisión Nacional del Agua,14,19.76722,-104.36306,92.31,2096215468,2017,,11221469
