SECTOR,ID_PASO_EITI,CICLO,PERIODO,TIPO_PROYECTO,ID_PROYECTO,NOMBRE_PROYECTO,ID_ENTIDAD_FEDERATIVA,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,ID_LOCALIDAD,LOCALIDAD,LATITUD,LONGITUD,DIRECCION,ID_RECURSO,RECURSO,INSTITUCION_EJECUTORA,ID_CLASIFICACION,CLASIFICACION,BENEFICIARIOS,POBLACION_ANUAL,DESC_ESTATUS,DETALLE_ESTATUS,INICIO,TERMINO,ID_RAMO,DESC_RAMO,CLAVE_PROGRAMA_PRESUPUESTARIO,PROGRAMA_PRESUPUESTARIO,ID_CONCURRENCIA_DE_RECURSOS,CONCURRENCIA,AUTORIZADO,MODIFICADO,MINISTRADO,COMPROMETIDO,DEVENGADO,EJERCIDO,PAGADO,AVANCE_FINANCIERO,AVANCE_ESTIMADO_ANUAL,AVANCE_FISICO,UNIDAD_MEDIDA,FECHA_PUBLICACION,FECHA_MODIFICACION,FUENTE_INFORMACION,CONTACTO_INFORMACION
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896147,Revestimiento Camino A La Magdalena Localidad La Magdalena/2017-02-01-0245,32,Zacatecas,9,Chalchihuites,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,2357500,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896148,Reconstrucción De Aulas En Escuela Primaria Miguel Hidalgo Y Costilla Clave: 32dpr0967o En El Municipio De Fresnillo En La Localidad De Saucito Del Poleo/2017-02-02-0246,32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,812797,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896149,"Construcción De Domo Multifuncional En Escuela Primaria ""Emiliano Zapata"" Con Clave 32dpr0985d En Comunidad De Valdecañas, Fresnillo, Zacatecas./2017-02-02-0247",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,677386,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896150,"Construcción De Aula (Biblioteca) En Escuela Telesecundaria ""Socrates"" Clave: 32etv06100 En Comunidad De Valdecañas, Fresnillo, Zacatecas./2017-02-02-0248",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,402944,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896151,"Suministro E Instalación De Malla Ciclónica Perimetral Incluye Rodapie (Guarnición) De Concreto En Escuela Telesecundaria ""Socrates"" Clave: 32etv0610o En Comunidad De Valdecañas, Fresnillo, Zacatecas./2017-02-02-0249",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,217727,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896152,"Construcción De Domo Multifuncional En Escuela Primaria ""5 De Febrero"" Con Clave 32dpr1180x En Comunidad De Presa De Linares, Fresnillo, Zacatecas./2017-02-02-0250",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,806856,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896153,"Construcción De Cuarto Para Comedor Escolar Y Cancha De Usos Multiples En Escuela Primaria ""Spencer Nye Cook"" Clave: 32dpr2528d, En Colonia Las Aves, Fresnillo, Zacatecas./2017-02-02-0251",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1318308,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896154,"Construccion De Muro Perimetral En Escuela Primaria ""Mauricio Magdaleno"" Clave: 32dpr2453d, En Colonia La Paz, Fresnillo, Zacatecas./2017-02-02-0252",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,935199,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896155,"Restauración Y Consolidación Y Restitución De Cubierta Del Museo Del Ágora José Gonzales Echeverría, Fresnillo, Zacatecas./2017-02-02-0253",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,11603693,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896156,"Construcción De Laboratorio/Quirófano De Practicas Quirúrgicas, En Unidad Académica De Medicina Humana Clave: 32usu2368h.  Uaz Extensión Fresnillo, Zacatecas./2017-02-02-0254",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,3278851,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896157,"Construcción De Vialidad, Andador Y Mobiliario Urbano En Calle Delicias Entre Calle Gómez  Y Calera, Colonia Minera, Fresnillo, Zacatecas./2017-02-02-0255",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,710135,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896158,"Construcción De Cancha De Usos Múltiples En Calle 5 De Enero Esquina Con Calle 20 De Noviembre En La Comunidad De Milpillas De La Sierra, Fresnillo, Zacatecas. /2017-02-02-0256",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,725259,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896159,"Construcción De Pavimento Hidráulico, Guarniciones Y Banquetas En Calles Plomo (De Los Robles), De Los Membrillos Y De Los Encinos, Colonia Las Arboledas, Fresnillo, Zacatecas./2017-02-02-0257",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,6975543,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896160,"Construcción De Pavimento, Guarniciones Y Banquetas De Concreto Hidráulico En C. Nicolás Bravo, Comunidad San Jose De Lourdes, Fresnillo, Zacatecas./2017-02-02-0258",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1788054,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896161,"Construcción De Pavimento, Guarniciones Y Banquetas De Concreto Hidráulico En La Calle Gómez Farías Y López Mateos, Colonia Electricistas, Fresnillo, Zacatecas./2017-02-02-0259",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,5106687,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896162,"Construcción De Pavimento, Guarniciones Y Banquetas A Base De Pavimento Hidráulico En La Calle De Los Castaños, Colonia Arboledas, Fresnillo, Zacatecas./2017-02-02-0260",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1289564,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896163,"Construcción De Pavimento Hidráulico En  Las Calles C. Carrillo Puerto Y C. Topiltzin  En Col. Centro, Fresnillo Zacatecas./2017-02-02-0261",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,3174873,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896164,"Construcción De Pavimentación De Vialidad, Guarniciones Y Banquetas De Concreto Hidráulico En C. Monumento A Cesario Pinedo, Comunidad El Salto, Fresnillo, Zacatecas./2017-02-02-0262",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1939190,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896165,Construccion De Pavimento Hidráulico En Calle Jalapa Entre José Martí Y Sector Libertad Colonia Francisco I. Madero Fresnillo Zac. /2017-02-02-0263,32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1531079,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896166,"Construcción De Domo Multifuncional En Escuela Primaria ""Miguel Hidalgo Y Costilla"" Con Clave 32dpr0967o En Comunidad De Saucito Del Poleo, Fresnillo, Zacatecas./2017-02-02-0264",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,800761,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896167,"Construcción De Domo Multifuncional En Escuela Primaria ""Adolfo Adame Lozano"" Con Clave 32dpr1774g En Colonia Fovissste, Fresnillo, Zacatecas./2017-02-02-0265",32,Zacatecas,10,Fresnillo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,805911,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896168,"Renovación De 1,191 Luminarias De Vapor De Sodio Por Luminarias De Tecnología Led  En Cincuenta Y Seis (56) Localidades Del Municipio De Mazapil, Zacatecas./2017-02-05-0269",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,12856797,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896169,"Construcción De Domo De Estructura Metálica Y Cubierta De Lámina De 20 X 40, En La  Telesecundaria  Niños Héroes En La Localidad De San Tiburcio Mazapil Zacatecas/2017-02-05-0271",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1794968,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896170,"Construcción De Domo De Estructura Metálica Y Cubierta De Lámina De 20 X 40, En La Localidad De La Tortuga, Mazapil Zacatecas/2017-02-05-0272",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1794968,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896171,"Construcción De Domo De Estructura Metálica Y Cubierta De Lámina De 20 X 40, En La Telesecundaria Julián Adame En La Localidad De Caopas , Mazapil Zacatecas/2017-02-05-0273",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1794968,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896172,"Construcción De Domo De Estructura Metálica Y Cubierta De Lámina De 20 X 40, En La  Telesecundaria  Ramo López Velarde En La Localidad De La Tasajera, Mazapil Zacatecas/2017-02-05-0274",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1794968,,,,,,,,,,,Trimestral,4 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896173,"Construcción Mediante Pavimento Asfaltico Del Camino: Nieves-El Vergel  Tramo  Km 0+000 Al 2+ 724, En El Municipio De Mazapil, Zacatecas./2017-02-05-0276",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,11176808,,,,,,,,,,,Trimestral,5 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896174,"Construcción Mediante Pavimento Asfaltico Del Camino: Gallegos-San Rafael  Tramo  Km 0+000 Al 5+ 700.77, En El Municipio De Mazapil, Zacatecas./2017-02-05-0278",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,28554168,,,,,,,,,,,Trimestral,6 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896175,"Construcción Mediante Pavimento Asfaltico Del Camino: La Palmilla - Tasajera  Tramo  Km 11+000 Al 21+ 300, En El Municipio De Mazapil, Zacatecas./2017-02-05-0279",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,43224666,,,,,,,,,,,Trimestral,7 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896176,"Rehabilitación Y Ampliación De Sistema De Alcantarillado En La Comunidad De San Tiburcio, Municipio De Mazapil Zacatecas/2017-02-05-0280",32,Zacatecas,26,Mazapil,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,15448597,,,,,,,,,,,Trimestral,8 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896177,Instalación De 330 Luminarias En Distintas Localidades Del Municipio De Melchor Ocampo Zacatecas/2017-02-06-0281,32,Zacatecas,27,Melchor Ocampo,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,3868215,,,,,,,,,,,Trimestral,9 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC00170200896178,"Pavimentación A Base De Concreto Asfáltico En La Calle Felipe Ángeles De La Comunidad De Noria De  Gringos, Morelos, Zacatecas./2017-02-08-0287",32,Zacatecas,32,Morelos,,,,,"Noria de Gringos, Morelos Zacatecas,México",4,Fideicomisos,MUNICIPIO,3,Transportes y vialidades,,,En Ejecución,,01/08/2017,01/09/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,700000,,,,,,,,,,,Trimestral,10 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896179,"Mantenimiento De Varias Calles En La Ciudad De Caborca, A Base De 172,356.30 M2 De Riego De Sello Y 126,901.50 M2 De Microcarpeta Asfáltica De 3 Cm Según Proyecto De La Dirección De Obras Públicas Municipal./2017-01-06-0201",26,Sonora,17,Caborca,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,42125439,,,,,,,,,,,Trimestral,11 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON17170200896180,"Construcción De 2,080 Metros Cuadrados De Pavimento Con Concreto Hidráulico En La Calle A  Entre Calles 6a Y 8 Del Fraccionamiento Industrial-Comercial, En La Localidad De La Heroica Ciudad De Cananea, Municipio De Cananea En El Estado De Sonora./2017-01-07-0203",26,Sonora,19,Cananea,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,5231346,5231346,5231346,1569404,1569404,1569404,1569404,30,100,30,Metros Cuadrados,Trimestral,12 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896181,"Rehabilitación De 5,400.00  M2 De La Cancha De Futbol En La Unidad Deportiva Municipal En La Ciudad De Nacozari Sonora. /2017-01-14-0215",26,Sonora,41,Nacozari de García,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,5603960,,,,,,,,,,,Trimestral,13 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896182,"Pavimentación Con Concreto Hidráulico En Calle López Mateos Entre Ave Caborca Y Cañada Del Fierro En Sahuaripa, Sonora/2017-01-17-0226",26,Sonora,52,Sahuaripa,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,1504346,,,,,,,,,,,Trimestral,14 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896183," Pavimentación De La Calle Principal En El Poblado De Sehuadéhuachi, Sahuaripa, Sonora/2017-01-17-0227",26,Sonora,52,Sahuaripa,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,2058101,,,,,,,,,,,Trimestral,15 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896184,"Pavimentación De Concreto Hidráulico De La Calle Principal En El Poblado Valle De Tacupeto, Sahuaripa, Sonora/2017-01-17-0228",26,Sonora,52,Sahuaripa,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,3073420,,,,,,,,,,,Trimestral,16 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896185,"Pavimentación Con Concreto Hidráulico De La Calle Vicente Guerrero En El Ejido Miguel Hidalgo (San Lázaro), En El Municipio De Santa Cruz, Sonora./2017-01-20-0229",26,Sonora,59,Santa Cruz,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,6519583,,,,,,,,,,,Trimestral,17 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896186,"Pavimentación De La Calle Manlio Fabio Beltrones Entre Ramón Palacios Y Samuel Ocaña García, En El Municipio De Santa Cruz, Sonora./2017-01-20-0230",26,Sonora,59,Santa Cruz,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,5530938,,,,,,,,,,,Trimestral,18 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SON00170200896187,Conservación Y Reconstrucción De La Carretera Bacoachi - Cananea/2017-01-20-0231,26,Sonora,0,Cobertura estatal,,,,,,4,Fideicomisos,,0,Otros Proyectos,,,En Ejecución,,01/01/2017,,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,0,,,,,,,,,,,Trimestral,19 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
