key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,classification,ciclo,ejercido
13132110010,Construcción de Buques Tanque Auxiliar,13,Dirección General de Construcciones Navales,34,0,0,0,373608972,,2017,0
1316B000082,Programa de estudios de instrumentación de redes de monitoreo piezométrico,16,Comisión Nacional del Agua,35,0,0,0,19261116,,2017,0
0918T4M0008,Sustitución Integral del Bus de Sincronización en 115 KV,52,Pemex Transformación Industrial,13,0,0,17.21,475153560,Energía,2016,0
1318T4I0016,"Desarrollo de Ingeniería de detalle, procura y construcción para la rehabilitación del Edificio B2 e instalaciones colindantes del Centro Administrativo PEMEX en la Ciudad de México y reposición de equipos y mobiliario siniestrado",52,Pemex Corporativo,9,19.48,-99.2,99.98,382211984,Energía,2016,2947527
1318T4I0022,"Estudios de Preinversión para la construcción de un Centro de Desarrollo Infantil (CEND) en Cd. Pemex, Tabasco.",52,Pemex Corporativo,27,0,0,0,7590983,Energía,2016,0
1509J2Y0003,Construcción de vialidades de conexión a terminales portuarias,9,"Administración Portuaria Integral de Altamira, S.A. de C.V.",28,22.486,-97.856,22.65,49980063,Comunicaciones y Transportes,,3833719
1504U000001,Adquisición de mobiliario y equipo administrativo,4,Secretaría Técnica del Consejo de Coordinación para la Implementación del Sistema de Justicia Penal,9,0,0,0,3441941,,2016,0
13132120010,Ampliación de la Red Mareográfica Nacional de la Secretaría de Marina,13,Dirección General de Investigación y Desarrollo,9,0,0,0,5247900,,2017,0
8132110005,Rehabilitación de astilleros y centros de reparaciones navales,13,Dirección General de Construcciones Navales,34,0,0,0,620451033,,2017,0
1118T4I0016,"Construcción de un Centro de Desarrollo Infantil en Agua Dulce, Veracruz",52,Pemex Corporativo,30,18.131357,-94.145504,7.06,92785052,Energía,2017,0
0818T4N0009,Rehabilitación de infraestructura inmobiliaria,52,Pemex Transformación Industrial,35,0,0,10.91,322753321,Energía,2017,2363368
1550GYR0061,"Construcción de UMF de 10 consultorios en el municipio de San Nicolás de los Garza, Nuevo León",50,Instituto Mexicano del Seguro Social,19,25.74145,-100.264264,0,63953000,Salud,,0
15093110001,Extensión de la Línea 4 del STC Metro: Martín Carrera Tepexpan,9,Dirección General de Desarrollo Ferroviario y Multimodal,35,0,0,0,25690139957,,2017,0
1618T0Q0001,Adquisición de equipo de laboratorio para desarrollo del proyecto Influencia de las propiedades estructurales de sistemas nano estructurados en aplicaciones biológicas y tribológicas,18,Instituto Nacional de Investigaciones Nucleares,15,0,0,0,530000,,,0
15096320019,Pavimentación del Camino Rural Almolonga - Hueyitlalpan del km 0+000 al km 4+940 mpio. de Tixtla,9,Centro SCT Guerrero,12,17.643432,-99.295048,0,29081665,,2017,0
1650GYR0035,"Remodelación del Hospital General de Zona No. 46 en Gómez Palacio, Durango, para la creación de la Unidad de Cuidados Intensivos Neonatal (UCIN)",50,Instituto Mexicano del Seguro Social,10,25.5579,-103.506,0,6844933,,2017,0
1508I000002,Estudio de Diagnóstico Integral para determinar las necesidades y la prioridad de atención a los Sistemas Lagunares Costeros en la República Mexicana.,8,Comisión Nacional de Acuacultura y Pesca,35,0,0,0,4640000,,2017,0
1018T4L0001,Adquisición de Vehículos de la Región Marina Suroeste 2da. Etapa,52,Pemex Exploración y Producción,35,0,0,100,34398917,Energía,2016,0
1509J0U0003,CONSERVACIÓN DE CARRETERAS,9,Caminos y Puentes Federales de Ingresos y Servicios Conexos,35,0,0,69.54,44271980,Comunicaciones y Transportes,2016,18020000
15096270002,Cabecera Municipal de Mapastepec - Roberto Barrios.,9,Centro SCT Chiapas,7,15.344969,-92.944003,0,23518200,Comunicaciones y Transportes,2016,0
1427A000036,"Reordenamiento Integral del Puerto Fronterizo Matamoros III, Tamps.",27,Instituto de Administración y Avalúos de Bienes Nacionales,28,0,0,0,14398723,,2016,0
1427A000012,"Reordenamiento Integral del Puerto Fronterizo Agua Prieta, Sonora.",27,Instituto de Administración y Avalúos de Bienes Nacionales,26,0,0,0,3199716,,2017,0
1650GYR0066,"Ampliación, Remodelación y Equipamiento de Aula de Spinning en el Centro de Seguridad Social de Tepic.",50,Instituto Mexicano del Seguro Social,18,21.499365,-104.90007,0,818937,,2017,0
14071120005,"ENLACE DE COMUNICACIONES ENTRE LOS CAMPOS MILITARES NOS. 1-D LOMAS DE TECAMACHALCO Y 1-F SANTA FE D.F., POR MEDIO DE FIBRA ÓPTICA.",7,Dirección General de Industria Militar,35,0,0,0,4126000,,2016,0
14096330014,EJE TRANSVERSAL SIONISTA: Cantamaye - El Megüi.,9,Centro SCT Hidalgo,13,20.610231,-99.252991,0,29298734,,2016,0
15131130002,Adquisición de Equipos de Posicionamiento global y sensores,13,Estado Mayor General de la Armada,9,0,0,0,25787500,,2016,0
1018TOQ0020,MODERNIZACIÓN INTEGRAL DE SUBESTACIONES DE POTENCIA Y LÍNEAS DE TRANSMISIÓN DEL ÁREA CENTRAL DE LA SUBDIRECCIÓN DE TRANSMISIÓN,53,Comisión Federal de Electricidad,35,0,0,87.85,5211068137,Energía,2016,0
1511L8K0003,Comunicaciones unificadas 2016,11,"El Colegio de México, A.C.",9,0,0,0,12068550,,2016,0
16096440001,E.C. 70 Entronque a San Martin de Arriba,9,Centro SCT San Luis Potosí,24,22.072544,-100.497864,0,27070205,,2017,0
13096230002,Las Pocitas - San Evaristo.,9,Centro SCT Baja California Sur,3,24.391908,-111.107041,0,460759116,,2017,0
1318T4M0059,Adquisición de equipo y mobiliario para oficinas de la GAR Centro,52,Pemex Logística,35,0,0,0.2,11632675,Energía,2017,0
14071100020,ADQUISICION DE DOS CONMUTADORES TELEFONICOS PARA ATENCION DE LA DIRECCION GENERAL DE INDUSTRIA MILITAR.,7,Dirección General de Administración,35,0,0,100,5332860,Seguridad,2016,2795000
1627A000005,Equipo Topográfico Estaciones Totales,27,Instituto de Administración y Avalúos de Bienes Nacionales,9,0,0,0,1049842,Gobierno,,0
1018TOQ0021,Proyecto de Construcción y ampliación de Lineas y Subestaciones de Distribución para el Área Central Valle de México,53,Comisión Federal de Electricidad,35,0,0,54.97,3371605925,Energía,2016,0
1316B000035,"Programa de estudios de manejo integrado del agua en acuíferos sobrexplotados o en riesgo de sobrexplotación de los estados de Aguascalientes, Baja California, Jalisco Oaxaca, Querétaro y Sonora.",16,Comisión Nacional del Agua,35,0,0,11.43,27111834,Medio Ambiente,2016,0
1209J2T0003,Dragado del canal de navegación desde la bocana hasta la dársena de ciaboga.,9,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",25,23.17726388,-106.4202028,65.01,1491584244,Comunicaciones y Transportes,2017,0
1604I000003,Equipos de Administración,4,Centro de Investigación y Seguridad Nacional,35,0,0,0,8270200,,,0
7115130004,Proyecto de Construcción de espacios educativos  para los Institutos Tecnológicos Federales adscritos a la Dirección General de Educación Superior Tecnológica (DGEST),11,Tecnológico Nacional de México,35,0,0,3,12002658663,Educación,2017,0
14096400005,La Joya  San Andrés Nuxiño  Santo Domingo Nuxaá  santa Inés Zaragoza,9,Centro SCT Oaxaca,20,17.265525,-97.0669,0,103308168,,2017,0
1650GYR0019,"Ampliación y Remodelación de la Unidad de Cuidados Intensivos Adultos (UCIA) del HGR 1 Culiacán, Sinaloa.",50,Instituto Mexicano del Seguro Social,25,24.7973,-107.39,0,6500000,,2017,0
1512U000002,Tamaulipas. Construir el Nuevo Hospital General de Matamoros. Fideicomiso 2015-2017.,12,Comisión Nacional de Protección Social en Salud,28,25.82662795,-97.53270223,43.45,841881120,,,0
1116B000283,"Construcción de La Presa de Almacenamiento Peña Blanca, Municipio de Valentín Gómez Farías, Estado de Chihuahua.",16,Comisión Nacional del Agua,8,29.20887,-107.65578,0,68203061,,2016,0
1316B000192,"Atender la Emergencia y Desastre Natural en 25 municipios del Estado de Guerrero, afectados por la ocurrencia de lluvia severa los días 15 y 16 de septiembre de 2013, provocada por  la Tormenta Tropical Manuel.",16,Comisión Nacional del Agua,12,18.033059,-99.041859,0,1771137072,,2016,0
16071160003,"PROGRAMA DE ADQUISICIÓN DE EQUIPO  MÉDICO (PRIMERA ETAPA)  PARA EL HOSPITAL MILITAR REGIONAL DE ESPECIALIDADES DE MONTERREY, N.L",7,Dirección General de Sanidad,19,0,0,0,148087851,,,0
1316B000119,Adquisiciones de equipo para el laboratorio del organismo de cuenca cuencas centrales del norte.,16,Comisión Nacional del Agua,5,0,0,0,6868753,,2017,0
1511L3P0002,Proyecto para incremento de la vida útil de inmuebles del Plantel Tonalá 2016,11,Centro de Enseñanza Técnica Industrial,14,20.62931,-103.251834,0,4290000,,2016,0
1511MDE0004,"Construcción de planteles federales en la Región 2 Hidalgo, Morelos, Puebla y Tlaxcala 2015.",11,Instituto Nacional de la Infraestructura Física Educativa,35,0,0,0,31696072,,2016,0
1314A000001,Programa de Adquisición de mobiliario para la Profedet,14,Procuraduría Federal de la Defensa del Trabajo,9,0,0,0,1517605,,2016,0
1412NBV0001,Programa de Adquisiciones de Equipo e Instrumental Médico y de laboratorio para el Instituto Nacional de Cancerología. 2015-2016,12,Instituto Nacional de Cancerología,9,0,0,99,55000000,,2016,31150000
0818TOQ0052,PROYECTO DE INVERSION EN INFRAESTRUCTURA DE RED DE INTERNET - CFE TELECOM,53,Comisión Federal de Electricidad,34,0,0,39,619220477,Energía,2017,0
1412NCK0004,"Reemplazo y ampliación del auditorio actual con equipamiento de telepresencia, salones para exposiciones y usos múltiples en el INNyNMVS.- 2014-2016",12,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,9,19.172744,-99.102812,46.9,49802051,Salud,2015,9011092
1650GYR0104,"Construcción de un Subalmacén en el HGR No. 1, Querétaro, Qro.",50,Instituto Mexicano del Seguro Social,22,20.5817992,-100.4061556,0,2744560,Salud,,0
15056110001,Adquisicion de sillas fijas para las Delegaciones de la Secretaría de Relaciones Exteriores.,5,Dirección General de Delegaciones,9,0,0,0,1696371,Gobierno,,0
11096500016,Benito Juárez - Coahuila,9,Centro SCT Veracruz,30,17.614747,-95.634975,0,116297969,,2017,0
1418T4M0058,"Restauración, estandarización y adecuación de los muelles de la TOMP Pajaritos",52,Pemex Logística,35,0,0,0,974746302,Energía,2017,0
15065000002,Programa de adquisición de mobiliario para la sala de juicios orales de la PFF.,6,Procuraduría Fiscal de la Federación,9,0,0,100,172830,Desarrollo económico,,164597
13096250002,"Eje Interestatal Fronteriza del Norte (Nueva Rosita  Múzquiz  Ojinaga), tramo: del km 192+100 al km 210+500.",9,Centro SCT Coahuila,5,28.729202,-102.778425,0,122208460,,2016,0
1427A000019,Centro Administrativo de Servicios Villahermosa,27,Instituto de Administración y Avalúos de Bienes Nacionales,27,0,0,3.86,12482093,Gobierno,2015,482508
0816B000002,Programa de estudios en los acuíferos del país.,16,Comisión Nacional del Agua,35,0,0,79.41,18611815,Medio Ambiente,,2132
14178120045,Proyecto integral para la construcción de laboratorios de servicios periciales de la Procuraduría General de la República.,17,Dirección General de Recursos Materiales y Servicios Generales,35,0,0,79,88981256,Seguridad,2016,34164489
1318TOQ0055,"Programa de Adquisición de Equipo de Cómputo, Software y Comunicaciones de la Dirección de Administración",53,Comisión Federal de Electricidad,9,0,0,0,19095071,Energía,2016,0
14071100015,ADQUISICIÓN DE UN SISTEMA DE VIGILANCIA TERRESTRE DE LARGO ALCANCE PARA EL EJERCITO  Y FUERZA AEREA MEXICANOS.,7,Dirección General de Administración,9,0,0,0,29225746,,2016,0
15096400007,E.C. (Díaz Ordaz-Villa Alta) - E.C.(Mitla-Totontepec Villa De Morelos) del Km 0+000 al km 18+000.,9,Centro SCT Oaxaca,20,17.294254,-96.153148,0,99000000,,2017,0
1611B000007,"Proyecto de equipamiento de investigación como una estrategia de aprendizaje en las ciencias básicas de matemáticas, química, física y biología.",11,Instituto Politécnico Nacional,9,0,0,0,25052301,Desarrollo económico,,0
1450GYR0055,Programa de adquisición de equipos diversos en establecimientos no médicos.,50,Instituto Mexicano del Seguro Social,35,0,0,98,46944373,Salud,,9889208
1506G2T0001,Ampliación y mantenimiento de planta productiva de Casa de Moneda de México - almacén general,6,Casa de Moneda de México,24,0,0,86,79552374,Desarrollo económico,2016,32695631
1412U000032,Oaxaca.- Ampliación y Equipamiento del Centro Estatal de Oncología y Radioterapia de Oaxaca de Juárez.- Fideicomiso 2014-2016,12,Comisión Nacional de Protección Social en Salud,20,17.07453802,-96.72617348,45.73,192286939,,,0
1611L4J0003,"Programa de Adquisiciones de Tecnologías de la Información y las Comunicaciones, para la Operación del Programa Prepa en Línea-SEP",11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,9,0,0,0,20374223,,,0
1550GYR0042,Construcción de áreas complementarias en la Unidad de Medicina Familiar 250,50,Instituto Mexicano del Seguro Social,15,19.3191269,-99.634299,95,876775,Salud,,0
1510LAT0008,Equipamiento de las Áreas de Atención y Desahogo de Procedimientos de Conciliación.,10,Procuraduría Federal del Consumidor,9,0,0,0,1043692,,2016,0
1418T4M0057,"Restauración, estandarización y adecuación de los muelle de la TOMP Salina Cruz",52,Pemex Logística,35,0,0,1.02,464146208,Energía,2017,0
1511MDB0001,Equipamiento del Instituto Nacional de Lenguas Indígenas INALI 2016,11,Instituto Nacional de Lenguas Indígenas,9,0,0,0,2715358,,2016,0
1511A3Q0002,Programa de Mantenimiento 2016 de Infraestructura de Educación Media Superior. UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,0,20547536,,2016,0
15096400005,"Puente Vehicular Santa María Tinú, Km 0+125.50, de la carretera km 191+000 E.C. (Tehuacán-Oaxaca)-Santa María Tinú",9,Centro SCT Oaxaca,20,17.379405,-97.127774,0,8252000,,2016,0
1418T4L0005,Proyecto Adquisición de  Mobiliario y Equipo Administrativo de la Región Sur 2da Etapa,52,Pemex Exploración y Producción,27,0,0,100,3386414,Energía,2016,0
15085120001,Rehabilitación y modernización del Almacén Central de la SAGARPA,8,"Dirección General de Recursos Materiales, Inmuebles y Servicios",9,0,0,0,11208143,,2016,0
16096310005,"Pavimentación del Camino Trejo - El Cerrito, municipio de Silao",9,Centro SCT Guanajuato,11,20.851063,-101.432187,0,9321600,Comunicaciones y Transportes,2017,0
1516B000098,Proyecto de adquisición de 4 radares meteorológicos de tipo banda S para la Coordinación General del Sistema Meteorológico Nacional.,16,Comisión Nacional del Agua,35,0,0,0,547782888,,2017,0
1416B000132,"Estudio técnico justificativo para la supresión de la veda en la Cuenca Hidrológica denominada rio Santiago, a partir de la cortina de la presa Aguamilpa y el nacimiento del río Mololoa, hasta su desembocadura al Océano Pacífico.",16,Comisión Nacional del Agua,18,0,0,0,1599859,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2015,0
1509J0U0004,CONSERVACIÓN DE PUENTES,9,Caminos y Puentes Federales de Ingresos y Servicios Conexos,35,0,0,64.92,98828221,Comunicaciones y Transportes,2016,22967214
1606C000001,Adquisición de Mobiliario y Equipo,6,Comisión Nacional de Seguros y Fianzas,35,0,0,0,3790322,Desarrollo económico,,0
1650GYR0032,"Construcción de UMF de 4 consultorios en el municipio de Agua Prieta, Sonora",50,Instituto Mexicano del Seguro Social,26,31.310414,-109.551336,0,11600000,,2017,0
1318T4M0058,Adquisiciones de la refinería de Minatitlán (Mobiliario y Equipo de Oficina),52,Pemex Transformación Industrial,30,0,0,0.02,22251100,Energía,2016,0
1516B000038,"ESTUDIO DE FACTIBILIDAD DEL PROYECTO SAN MANUEL, EN LOS ESTADOS DE CHIAPAS Y TABASCO.",16,Comisión Nacional del Agua,35,0,0,0,75980290,,2017,0
12096350058,"Amatapec - El Puerto - El Sitio, Tr: km 0+000 al km 11+200 y del km 16+600 al km 34+000.",9,Centro SCT México,15,18.785056,-100.305475,0,151963564,,2016,0
1318TOQ0002,ADQUISICIÓN DE SISTEMAS Y EQUIPOS DE PROTECCIÓN CONTRA INCENDIO DE GENERACIÓN 2013-2015,53,Comisión Federal de Electricidad,35,0,0,0,219106260,Energía,2017,0
1318TOQ0040,COMBUSTIÓN DUAL DE LAS UNIDADES DE LA CENTRAL TERMOELÉCTRICA PUERTO LIBERTAD 2013-2015,53,Comisión Federal de Electricidad,26,29.5439,-112.4145,17.47,807434823,Energía,2016,0
1506AYG0001,PROGRAMA DE ADQUISICION DE BIENES,47,"Notimex, Agencia de Noticias del Estado Mexicano",9,0,0,0,5000000,,2016,0
1451GYN0001,"Construcción de una nueva Clínica Hospital en Mérida, Yucatán.",51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,31,20.582788,-89.41255,0,605186928,Asociación Público-Privada,2016,0
1504H000001,Modernización de la infraestructura que brinda soporte a los sistemas preventivos operados por el CENAPRED. Garantía para su continuidad de operaciones.,4,Centro Nacional de Prevención de Desastres,9,0,0,100,20130385,,,0
15275140004,Infraestructura Inmobiliaria,27,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,0,5157500,,2016,0
11096320016,Cuétzala del Progreso - Apaxtla,9,Centro SCT Guerrero,12,18.132647,-99.832553,0,77487246,,2016,0
15096500002,Coatepec de Arriba - Coatepec de Abajo,9,Centro SCT Veracruz,30,18.719336,-97.253996,0,29000000,,2017,0
1208B000004,Equipamiento de audio del Auditorio del SENASICA en Tecámac,8,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",15,0,0,86.2,323774,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2014,279123
15071100021,ADQUISICIÓN DE EMBARCACIONES.,7,Dirección General de Administración,35,0,0,0,3610248,,2016,0
1650GYR0003,"Ampliación y remodelación del Hospital General de Zona No. 98 en Coacalco, Estado de México Oriente, para la creación de la Unidad de Cuidados Intensivos de Neonatales (UCIN).",50,Instituto Mexicano del Seguro Social,15,19.6379,-99.0992,0,6061930,,2017,0
1609J2U0001,Estudios y proyectos de preinversión y Servicios relacionados con la obra pública,9,"Administración Portuaria Integral de Progreso, S.A. de C.V.",31,0,0,0,2500000,,,0
15178120018,Reingeniería de los sistemas integrales de seguridad del edificio sede de la Procuraduría General de la República,17,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,50,129078354,Seguridad,2016,0
1516B000106,"Mantenimiento y conservación de los Arroyos El Cedro y La Hormiga, en una longitud de 8.28 km, ubicados en el Municipio de Acuña, Coah.",16,Comisión Nacional del Agua,5,0,0,0,9426333,,2017,0
1604D000006,Equipamiento y vigilancia de celdas penitenciarias y áreas de alta peligrosidad en los Centros Federales de Readaptación Social No. 1. Altiplano y No. 2 Occidente,4,Prevención y Readaptación Social,34,0,0,0,1205030864,Seguridad,,905000000
1.53891E+07,"Programa de adquisición de equipo educacional, recreativo, de laboratorio, de comunicación y herramientas 2016",38,El Colegio de la Frontera Sur,35,0,0,4.54,16911934,Desarrollo económico,2016,766896
1650GYR0031,"Construcción de la Unidad de Cuidados Intensivos de Adultos (UCIA) del Hospital General de Zona 51 Chapala en Gómez Palacio, Durango",50,Instituto Mexicano del Seguro Social,10,25.5706,-103.5221,0,11026177,,2017,0
1409J2V0002,"Sellado de separaciones de tablestacas de concreto para controlar la fuga de finos en Muelles 2, 3, L y muro deflector.",9,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V.",14,0,0,18,21078041,Comunicaciones y Transportes,2016,0
16166120001,"Proyecto Intermunicipal de Gestión Integral de Residuos Sólidos de los Municipios de Michoacán: Pajacuarán, Sahuayo, Jiquilpan, Venustiano Carranza y Villamar",16,"Dirección General de Fomento Ambiental, Urbano y Turístico",16,20.07232,-102.412965,0,176785060,,,0
1608JBK0001,ACTUALIZACION Y MODERNIZACION DE LA MAQUINARIA Y EQUIPOS 2016,8,Productora Nacional de Biológicos Veterinarios,9,0,0,2.6,16504000,,,63000
1604H000001,Adquisición de vehículo especializado para el estudio de  inestabilidad de laderas,4,Centro Nacional de Prevención de Desastres,9,0,0,0,754000,Seguridad,,0
1427A000018,Reordenamiento Integral de los Centros Administrativos de Servicios.,27,Instituto de Administración y Avalúos de Bienes Nacionales,35,0,0,60.98,149582845,Gobierno,2016,91249752
15178120010,Proyecto para la adecuación y habilitación de espacios del Centro de Evaluación y Control de Confianza de la Procuraduría General de la República,17,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,100,6251996,Seguridad,,0
14071120003,INCREMENTO DE LA CAPACIDAD DE PRODUCCION DE LA FÁBRICA CENTRAL DE HERRAMIENTAS DE LA D.G.I.M.,7,Dirección General de Industria Militar,35,0,0,100,19143484,Seguridad,2016,0
14096500009,Puente El Boquerón.,9,Centro SCT Veracruz,30,19.092284,-96.888053,0,14846683,Comunicaciones y Transportes,2017,0
16096520001,La Laguna-San Felipe de Jesús.,9,Centro SCT Zacatecas,32,24.228012,-103.201955,0,15000000,,2016,0
1109JZL0030,"CONSTRUCCION Y EQUIPAMIENTO DEL PABELLON AEROESPACIAL, CFE-SCT-ASA",9,Aeropuertos y Servicios Auxiliares,9,19.419444,-99.145556,0,543730144,,2016,0
1650GYR0071,"Adquisición de Equipo electromecánico para la Planta de Lavado Oriente, perteneciente, a la Delegación Sur del Distrito Federal",50,Instituto Mexicano del Seguro Social,9,0,0,0,25977471,,,0
1516B000085,Rehabilitación y Modernización de Distritos de Riego en la Cuenca Lerma Santiago Pacífico y Cuencas Centrales del Norte.,16,Comisión Nacional del Agua,35,0,0,24.26,53638000,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",2016,13325113
15167130001,Rehabilitación y Adecuación de la Infraestructura del Centro para la Conservación e Investigación de la Vida Silvestre (CIVS) San Cayetano.,16,Dirección General de Vida Silvestre,15,0,0,100,10315011,Medio Ambiente,,0
1218T4L0007,Proyecto de Exploración Alosa,52,Pemex Exploración y Producción,30,19.67,-96.38,18.12,3792681267,Energía,2017,52121
1409J0U0006,PROGRAMA DE MODERNIZACION DE EDIFICACIONES,9,Caminos y Puentes Federales de Ingresos y Servicios Conexos,35,0,0,41.05,139245885,Comunicaciones y Transportes,2015,31180093
1650GYR0005,"Construcción de la Unidad de Cuidados Intensivos Neonatales (UCIN) del Hospital General de Zona No. 4 en Zamora, Michoacán",50,Instituto Mexicano del Seguro Social,16,19.9779,-102.292,0,2759743,,2017,0
14071100012,ADQUISICIÓN DE RADIOS TÁCTICOS PARA EL EJÉRCITO Y FUERZA AÉREA MEXICANOS AÑO 2015,7,Dirección General de Administración,35,0,0,100,438629830,Seguridad,,43822807
15071200012,Adquisición de equipos de aire acondicionado.,7,Comandancia I Región Militar,35,0,0,24.04,29308009,Seguridad,2016,1493778
0704K000001,Mantenimiento a Inmuebles a Nivel Nacional del Instituto Nacional de Migración,4,Instituto Nacional de Migración,35,0,0,100,84123854,Gobierno,2008,0
14178120039,"Mantenimiento mayor a las instalaciones del Hangar de Acapulco, Guerrero, dañado por fenómenos naturales.",17,Dirección General de Recursos Materiales y Servicios Generales,12,0,0,100,10555584,Seguridad,2015,690214
1510LAT0003,Mantenimiento de espacios en el Edificio Sede de la PROFECO.,10,Procuraduría Federal del Consumidor,9,0,0,0,10858465,,2016,0
12096220005,E.C.F. (Ensenada - Lázaro Cárdenas) - Playa San Quintín.,9,Centro SCT Baja California,2,30.529278,-115.932303,0,64164397,,2016,0
1604I000006,Equipo de comunicación especializada para Coordinación,4,Centro de Investigación y Seguridad Nacional,9,0,0,0,886500000,,,0
1509J2T0004,"Rehabilitación de patios para vehiculos a base de plataformas de concreto, Patio Anexo Pemex y Patio Anexo a Transbordadores.",9,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",25,23.1944043,-106.4173935,0,20000000,,2016,0
15096320023,"Puerto de Gallo - Galeras, tramo del Km. 83+000 al Km. 97+000.",9,Centro SCT Guerrero,12,17.485214,-100.191838,0,140000000,Comunicaciones y Transportes,,19600000
15071320006,ADQUISICION DE UN SISTEMA TRANSPONDER LANDING SYSTEM,7,Comandancia de la Fuerza Aérea Mexicana,15,0,0,0,73914796,Seguridad,2016,0
1612NBD0002,"Programa Anual de Adquisiciones del HGMEL, 2016",12,"Hospital General de México ""Dr. Eduardo Liceaga""",9,0,0,0,36155716,,,0
153890O0004,Reconstrucción y ampliación de talleres,38,"Centro de Investigaciones Biológicas del Noroeste, S.C.",3,24.135765,-110.426038,0,49690449,,2016,0
16096310006,Paso Superior Vehicular Paseo del Bajío en el  Km 50+900 de la Carretera Federal N 45.,9,Centro SCT Guanajuato,11,20.515077,-100.796947,0,65000000,Comunicaciones y Transportes,,0
1.506E+04,Reordenamiento del Área de Exportación del Puerto Fronterizo Mexicali II,6,Servicio de Administración Tributaria,2,32.6672267,-115.390755,100,112415920,,,0
1450GYR0060,Construcción del módulo de educación del HGR No. 1 Lic. Ignacio García Téllez Delegación Yucatán.,50,Instituto Mexicano del Seguro Social,31,20.979417,-89.603722,1,25289339,Salud,,634976
14071200004,Mantenimiento Mayor a Calderas del Heroico Colegio Militar,7,Comandancia I Región Militar,9,0,0,0,23252549,,2016,0
16178120016,"Remodelación y adecuación del sótano del inmueble ubicado en la Colonia Centro, de la Procuraduría General de la República",17,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,0,6500000,,,0
1516B000035,Estudios de preinversión para la construcción del edificio para las oficinas de la Dirección Local Tabasco de la CONAGUA,16,Comisión Nacional del Agua,27,0,0,0,2011425,Medio Ambiente,,0
1650GYR0007,"Construcción y Equipamiento de la UMF de 10 consultorios en  Aguascalientes, Aguascalientes.",50,Instituto Mexicano del Seguro Social,1,21.9377003,-102.260905,1,42500000,Salud,,141531
15071320007,ADQUISICIÓN DE ACTIVOS PARA AVIONES T-6C.,7,Comandancia de la Fuerza Aérea Mexicana,15,0,0,0,111996144,,2017,0
1504L000002,Adquisición de un Sistema de Aire Acondicionado de Precisión para el Inmueble de Torre Pedregal,4,Policía Federal,9,0,0,0,5699030,Seguridad,2017,0
1450GYR0094,"Ampliación y remodelación de la Unidad de Cuidados Intensivos para Adultos del Hospital General de Gineco-Obstetricia y Pediatría número 2 en Los Mochis, Sinaloa.",50,Instituto Mexicano del Seguro Social,25,25.782869,-108.994625,3,6704750,Salud,,0
1511L3N0003,Opera Prima.,11,"Centro de Capacitación Cinematográfica, A.C.",9,0,0,0,7000000,,2016,0
1612NEF0002,Modernización y adecuación de las áreas de procesos de producción de vacunas y faboterápicos y sustitución de equipos obsoletos en el Instituto Nacional de Virología e Instituto Nacional de Higiene. 2016-2017,12,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",9,0,0,0,20000000,,2017,0
15071100002,"Adquisición para dotar de equipos y sistemas de comunicación a los  8/o., 9/o., 10/o., 55/o. y 84/o., Batallones de Infanteria.",7,Dirección General de Administración,35,0,0,0,132657360,,2016,0
1216B000219,"Mejoramiento Integral de la Gestión de la Junta Municipal de Agua Potable y Alcantarillado de Celaya, Guanajuato.",16,Comisión Nacional del Agua,11,0,0,0,639010501,,,0
14178120041,"Proyecto suministro, aplicación y supervisión de equipos Digiscanweb y Telescan",17,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,0,1140817,,2015,0
1612NCG0003,"Adquisición de Equipo e Instrumental Médico para INCMNSZ, 2016.",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,0,0,0,66473000,,,0
1612NAW0001,Programa de adquisición de equipo médico para la unidad de banco de leche del Hospital Juárez de México. 2016,12,Hospital Juárez de México,9,0,0,0,2994894,,,0
1511MDE0002,Construcción y equipamiento de Escuelas de nivel básico al interior del Campo Militar 24-C Los Lagartos en el municipio de Jojutla,11,Instituto Nacional de la Infraestructura Física Educativa,17,18.560457,-99.220997,50,44396601,Educación,,11376135
1650GYR0048,"Ampliación y Remodelación de la Unidad de Cuidados Intensivos Neonatales (UCIN) del Hospital General Regional No. 1 en Querétaro, Querétaro.",50,Instituto Mexicano del Seguro Social,22,20.582419,-100.405281,0,20070667,,2017,0
